term,coef,std_err,z_or_t,p_value,ci_lower,ci_upper,odds_ratio,or_ci_lower,or_ci_upper
const,-1.9674238911206268,0.017083097159455087,-115.1678687275805,0.0,-2.0009061462975573,-1.9339416359436963,0.1398165753995939,0.13521270521597617,0.1445772031943677
hybrid_sentiment_z,-0.04587722019552045,0.017335720499044693,-2.6463982387145992,0.008135397834864107,-0.07985460801970079,-0.011899832371340117,0.9551592292549684,0.9232505698575552,0.9881706906194547
shannon_entropy_z,0.010011203141883139,0.017160007983386166,0.5834031750786889,0.5596219209156792,-0.02362179447997355,0.04364420076373983,1.010061482882885,0.9766550162349347,1.0446106171006013
bigram_diversity_z,-0.2799530491633148,0.014290646811590226,-19.589949486139624,1.883770720711617e-85,-0.3079622022298138,-0.25194389609681583,0.7558192269677706,0.734943096694348,0.7772883457557505
